species;cultivar_variety;family;plant_functional_type;population_year;refkey;gm_original;gm_original_SD;gm_original_SE;number_of_measurements;unit_original;gm_1bar;gm;method;variant;method_reference;air_pressure;PPFD;blue_light;temperature;temperature_type;AnCi_min;AnCi_max;AnCi_n;Ca_gas_exchange;Ca_gm;Ci_calc;rH;VPD;O2;flow_rate;cuvette_size;device_gas_exchange;fluorometer_spectroscope;hour;leaves_used;growth_location;growth_longitude;growth_latitude;growth_elevation;growth_environment;hydroponic;potted;pot_size;growth_irradiance;growth_temperature_day;growth_temperature_night;growth_rH;growth_Ca;growth_daylength;plant_age;An;gs_CO2;Ci;Cc;Ci-Cc;Rd;Rl;photorespiration;Gammastar;Cistar;Vcmax_Ci;Vcmax_Ci_25;Vcmax_Cc;Vcmax_Cc_25;Rubisco_constants_Ci_reference;Rubisco_constants_Cc_reference;Jmax_Ci;Jmax_Cc;TPU;Vpmax;J_fluorescence;kCA_activity;CA_activity;Delta_18O;Delta_13C;delta_13C;bulk_elastic_modulus;K_leaf;K_xylem;K_outside_xylem;N_g_m2;N_%DW;K_g_m2;K_%DW;P_g_m2;P_%DW;N%_Rubisco;N%_bioenergetics;N%_light_harvesting;N%_photosynthetic_apparatus;N%_cell_wall;Soluble_Protein;Rubisco;Rubisco_activity;Rubisco_activation_state;Chl_a;Chl_b;Chl_total;Chl_a/b;leaf_starch_%DW;leaf_starch_g_m2;LMA;leaf_width;T_leaf;D_leaf;T_mesophyll;T_palisade_mesophyll;T_spongy_mesophyll;fias_mesophyll;interveinal_distance;T_epidermis_adaxial;T_epidermis_abaxial;stomatal_index;stomatal_density;stomatal_density_adaxial;stomatal_density_abaxial;stomatal_area;stomatal_area_adaxial;stomatal_area_abaxial;stomatal_length;stomatal_length_adaxial;stomatal_length_abaxial;stomatal_width;T_cw;T_cyt;T_chloroplast;chloroplast_length;chloroplast_width;chloroplast_surface_area;Sm;Sc;Sb;ls_rel;lm_rel;lb_rel;Ls;Lm;location_in_reference;outlier;included_in_Knauer_et_al_2022
Solanum lycopersicum x Solanum pennellii;introgression line 2-5;Solanaceae;C3 annual herbaceous;;Lana-Costa_2020;0,211;;0,027;4;mol m-2 s-1;0,211;0,211;C;;Ethier_2004;;1000;10;25;;50;1600;13;400;;;49;1,6;;300;2;Li-6400XT;;08:00-12:00;second terminal leaflet of the third fully expanded leaf from the apex;;;;;greenhouse;0;1;1,16;;28;28;60;400;;28;21,46;0,205;;;;3,09;;12,8;;;;;225,15;225,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,534;;;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 1: gm_Ethier;0;1
Solanum lycopersicum x Solanum pennellii;introgression line 2-6;Solanaceae;C3 annual herbaceous;;Lana-Costa_2020;0,172;;0,029;4;mol m-2 s-1;0,172;0,172;F;variable J;Harley_1992;;1000;10;25;;50;1600;13;400;400;;49;1,6;;300;2;Li-6400XT;;08:00-12:00;second terminal leaflet of the third fully expanded leaf from the apex;;;;;greenhouse;0;1;1,16;;28;28;60;400;;28;22,67;0,223;;127,8;;3,48;;11,77;;;;;206,25;206,25;;;;220,28;;;237,48;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,226;;;47,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25,02;45,95;29,03;;;Table 1: gm_Harley;0;1
Solanum lycopersicum x Solanum pennellii;introgression line 2-6;Solanaceae;C3 annual herbaceous;;Lana-Costa_2020;0,219;;0,017;4;mol m-2 s-1;0,219;0,219;C;;Ethier_2004;;1000;10;25;;50;1600;13;400;;;49;1,6;;300;2;Li-6400XT;;08:00-12:00;second terminal leaflet of the third fully expanded leaf from the apex;;;;;greenhouse;0;1;1,16;;28;28;60;400;;28;22,67;0,223;;;;3,48;;11,77;;;;;206,25;206,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,226;;;47,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 1: gm_Ethier;0;1
Solanum lycopersicum x Solanum pennellii;introgression line 4-1;Solanaceae;C3 annual herbaceous;;Galdon-Armero_2018;0,088;;0,004;4;mol m-2 s-1;0,088;0,057;F;variable J;Harley_1992;;1500;10;32;leaf;0;2000;11;;;;47;2,5;;;;;LI-6400-40;09:00-12:00, 16:00-19:00;terminal leaflets of the youngest fully expanded leaves (generated after the application of the treatment);University of Balearic Islands, Mallorca, Spain;;;;outdoors;0;1;50;;;;;;;137;15,31;0,17;;;;;;;;;;;349,38;190,88;;Hermida-Carrera_2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58,1;;630;;;;;;;;;13,92;;250,1;;;;;;21,79;;;;;;;;;;;;;;;;;Table 2: WW (well-watered);0;1
Solanum pennellii;accession LA0716;Solanaceae;C3 perennial herbaceous;;Muir_2014;0,156;;;;mol m-2 s-1;0,156;0,156;F;variable J;Harley_1992;;1000;10;25;leaf;;;;370;370;;60;1,26;;300;2;;LI-6400-40;;young, fully-expanded leaves;;;;;greenhouse;0;1;3,78;;;;;;16;;17,67;0,236;;;;;;;;;;;146,8;146,8;;Sharkey_2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39,6;;268,4;0,139;;;;;;;;;;;;;;;;;;;;;;;;;;7,2;;;;;;;Table S1;0;1
Solanum peruvianum;accession LA2744;Solanaceae;C3 perennial herbaceous;;Muir_2014;0,28;;;;mol m-2 s-1;0,28;0,28;F;variable J;Harley_1992;;1000;10;25;leaf;;;;370;370;;60;1,26;;300;2;;LI-6400-40;;young, fully-expanded leaves;;;;;greenhouse;0;1;3,78;;;;;;16;;20,73;0,308;;;;;;;;;;;135,7;135,7;;Sharkey_2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25,5;;140,2;0,215;;;;;;;;;;;;;;;;;;;;;;;;;;6,63;;;;;;;Table S1;0;1
Sonneratia caseolaris;;Lythraceae;evergreen angiosperms;;Chen_2013;2,154;;0,24;;mol m-2 s-1 bar-1;2,154;2,154;C;;Sharkey_2007;;1200;;25;leaf;50;2000;13;400;;;55;1,42;;;6;LI-6400;;;healthy leaves;;110,67;19,37;;natural;0;0;;;;;;;;;27,53;;;;;;1,66;;;;;;84,25;84,25;;;;127,52;;;;;;;;;;;;;;3,455;;1,236;;0,276;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 3;1;0
Sorghastrum nutans;;Poaceae;C4 perennial herbaceous;;Zhou_2019;0,387;;;;mol m-2 s-1 bar-1;0,392;0,392;C;without CA;Zhou_2019;101,2;1500;;25;leaf;50;1400;23;;;;57;1,35;;500;6;LI-6400;;;;;;;;greenhouse;0;0;;;;;;;;;;;;;;;2,39;;;;;;23;23;;;;104;;43,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SI5: without CA;0;0
Sorghastrum nutans;;Poaceae;C4 perennial herbaceous;;Zhou_2019;0,387;;;;mol m-2 s-1 bar-1;0,392;0,392;C;with CA;Zhou_2019;101,2;1500;;25;leaf;50;1400;23;;;;57;1,35;;500;6;LI-6400;;;;;;;;greenhouse;0;0;;;;;;;;;;;;;;;2,2;;;;;;23;23;;;;102;;43;;39,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SI5: with CA;0;0
Sorghum bicolor;;Poaceae;C4 annual herbaceous;;Cano_2019;0,96;;0,17;3;mol m-2 s-1 bar-1;0,96;0,96;CE;;Cano_2019, Pfeffer_1998;;2000;;25;leaf;40;1530;14;408;408;;;;;;6;LI-6400XT;;;youngest mature leaf;;;;;environmentally controlled glasshouse;0;1;3;;25;18;48;;14;49;39,1;0,2;;;;2,5;;;;;;;46,1;46,1;;;;;;289,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23,9;5,1;;;;Table 1;0;0
Sorghum bicolor;;Poaceae;C4 annual herbaceous;;Sonawane_2020;0,647;0,09;;3;mol m-2 s-1 bar-1;0,596;0,43;V;CA limited;Ubierna_2017;92,1;1200;;30;leaf;;;;380;380;;;;;;6;LI-6400XT;TGA 220A;;youngest fully expanded leaf;Pullman, WA, USA;;;;glasshouse;0;1;7,57;750;29;21,5;44;;14;44;29,67;0,138;129,2;;;1;;;;;58,67;37,99;;;;;;;;331,67;;7,63;;10,67;3,4;;;;;;;;;;;;;;;;;;;;;;;;;;;22,7;;;;;;;;;;;;164,7;;;;;;;;;;;;;;;;;;;;;;;;Table S7: WW Treatment, mean of all three DATs;0;0
Sorghum bicolor;;Poaceae;C4 annual herbaceous;;Sonawane_2020;0,97;0,546;;3;mol m-2 s-1 bar-1;0,893;0,646;OI;theta = 1;Barbour_2016;92,1;1200;;30;leaf;;;;380;380;;;;;;6;LI-6400XT;TGA 220A;;youngest fully expanded leaf;Pullman, WA, USA;;;;glasshouse;0;1;7,57;750;29;21,5;44;;14;44;29,67;0,138;129,2;;;1;;;;;58,67;37,99;;;;;;;;331,67;;7,63;;10,67;3,4;;;;;;;;;;;;;;;;;;;;;;;;;;;22,7;;;;;;;;;;;;164,7;;;;;;;;;;;;;;;;;;;;;;;;Table S7: WW Treatment, mean of all three DATs;0;0
Spinacia oleracea;;Amaranthaceae;C3 annual herbaceous;;Nadal_2018;0,294;;0,026;5;mol m-2 s-1;0,294;0,294;F;variable J;Harley_1992;;1500;10;25;block;50;1500;;400;400;;50;1,58;;;2;LI-6400;;09:00-16:00;fully expanded sun leaves;;;;;outdoors;0;1;7,5;;;;;;;;22,52;0,212;;;;;;;;;;;;;;;;;;;;;;;;;16,47;;;;;;;;;;;;;;;;;;;;;;;;;66,4;;;0,145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table S3: g_mVJ column;0;1
Spinacia oleracea;;Amaranthaceae;C3 annual herbaceous;;Nadal_2018;0,322;;0,028;5;mol m-2 s-1;0,322;0,322;C;;Ethier_2004, Sharkey_2016;;1500;10;25;block;50;1500;15;400;;;50;1,58;;;2;LI-6400;;09:00-16:00;fully expanded sun leaves;;;;;outdoors;0;1;7,5;;;;;;;;22,52;0,212;;;;;;;;;;;164,3;164,3;Bernacchi_2001;;;;;;;;;;;;16,47;;;;;;;;;;;;;;;;;;;;;;;;;66,4;;;0,145;;;;;;;;;;;;;;;;;;;;;;;;;;;;32,3;21,6;46,1;;;Table S3: g_mCF column;0;1
Spinacia oleracea;;Amaranthaceae;C3 annual herbaceous;;Singsaas_2003;0,46;;;5;mol m-2 s-1 bar-1;0,458;0,458;F;constant J;Loreto_1992;99,6;1500;;;;;;;;;403;;;;;;LI-6400;OS-500;;;;;;;controlled-environment chamber;0;1;3;530;26,4;26,4;;;;;26,3;;403;;;;2,07;;36,8;;64,8;64,8;83;83;Harley_1995;;163;173;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table 1: 500 CO2 treatment;0;0
Spinacia oleracea;;Amaranthaceae;C3 annual herbaceous;;Vitale_2020;0,122;0,003;;5;mol m-2 s-1;0,122;0,122;F;variable J;Harley_1992;;;;25;;;;;360;360;;50;1,58;;;;LI-6400;LI-6400-40;;fully expanded leaves;;;;;growth chamber;0;1;0,5;350;25;15;60;;12;100;16,43;0,195;;111,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Figure 3C: RG, I (red-green light, inoculated);0;1
Spinacia oleracea;cv. Henderson's hybrid 102;Amaranthaceae;C3 annual herbaceous;;Evans_1988;0,446;;0,01;;mol m-2 s-1 bar-1;0,425;0,425;S;;Evans_1988;95,3;1150;;25;leaf;;;;357;357;;53;1,5;;;;;;;;;;;;glasshouse;1;0;;;18;13;;;9;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,171;;;;;;;;;;;;;;;;;0,521;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Figure 4: Caption;0;1
Spinacia oleracea;cv. Matador;Amaranthaceae;C3 annual herbaceous;;Delfine_1998;0,53;;0,08;;mol m-2 s-1;0,53;0,53;F;variable J;Harley_1992;;800;;25;leaf;;;;350;350;;;;;;4,9;;;;last pair of fully expanded leaves;;;;;greenhouse;0;1;3;1000;28;15;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,68;;;;;;;;;2,8;125;;;;0,607;;;;;;428;;387;201;186;0,32;;23;18;;;;;;;;;;;;;;;;;;;;;;;;;;values from text at beginning of p.398;0;1
Spinacia oleracea;cv. Matador;Amaranthaceae;C3 annual herbaceous;;Delfine_1999;0,399;;0,028;5;mol m-2 s-1;0,399;0,399;F;variable J;Harley_1992;;1200;;25;leaf;;;;350;350;;;;21;;;;PAM 101;;;;;;;greenhouse;0;1;;;;;;;;;25,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,3;106;;0,32;0,09;0,41;3,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Figure 3c: first value (22d);0;1
Spinacia oleracea;cv. Matador;Amaranthaceae;C3 annual herbaceous;;Loreto_1997;0,612;;;;mol m-2 s-1;0,612;0,612;F;;Harley_1992;;;;;;;;;;;;;;;;4,9;LI-6262;;;last fully expanded leaf;;;;;greenhouse;0;1;2;;;;;;;45;35,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Figure 1: control (open circle);0;0
Spinacia oleracea;cv. Matador;Amaranthaceae;C3 annual herbaceous;;Tomas_2013;0,367;;0,105;3;mol m-2 s-1;0,367;0,367;C;;Ethier_2004;;1500;10;25;leaf;50;1500;;385;;;;;;;8;GFS-3000;;;fully developed, young leaves;;;;;growth room;0;1;;350;24;18;60;;10;30;14;0,229;263,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;;210;0,12;170,4;69,4;101;;;;;;;;;;;;;;;;0,14;0,134;1,61;4,6;;;19,2;13,9;;;;;;;Figure S5;0;1
Spinacia oleracea;cv. Matador;Amaranthaceae;C3 annual herbaceous;;Tomas_2013;0,235;;0,012;3;mol m-2 s-1;0,235;0,235;F;variable J;Harley_1992;;1500;10;25;leaf;50;1500;;385;385;;;;;;8;GFS-3000;;;fully developed, young leaves;;;;;growth room;0;1;;350;24;18;60;;10;30;14;0,229;263,6;;;;;;;;;;69,9;69,9;;Bernacchi_2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;;210;0,12;170,4;69,4;101;;;;;;;;;;;;;;;;0,14;0,134;1,61;4,6;;;19,2;13,9;;;;;;;Table S2;0;1
Spinacia oleracea;cv. Torai;Amaranthaceae;C3 annual herbaceous;;Yamori_2006;0,223;;0,017;5;mol m-2 s-1;0,223;0,223;I;sugar (sucrose);Scartazza_1998;;1500;;25;leaf;;;;360;360;;;;;;;LI-7000;;;;;;;;;0;0;;230;30;25;;;8;;21,48;;316,6;219,8;96,7;;;;;;;;54,1;54,1;;;;;;;;;;;19,07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,4;17,87;Figure 1: HT at 25degC;0;1
Spinacia oleracea;cv. Torai;Amaranthaceae;C3 annual herbaceous;;Yamori_2011;0,425;0,054;;5;mol m-2 s-1;0,425;0,425;C;;Ethier_2004, Sharkey_2007;;1500;;25;;;;;380;380;;;;;;;LI-6400;LI-6400-40;;;;;;;environmentally controlled growth chamber;1;0;;550;27;22;;380;14;;35,2;;;174;;;3,75;;;;;;;;;;;;;;;;;;;;;;;;2,359;;;;;;;;;;;;3,66;;;0,384;0,137;0,521;2,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Figure 2: only values at high N (the n-highest ones);0;1
Sporobolus airoides;;Poaceae;C4 perennial herbaceous;;Pathare_2020;0,466;;0,066;4;mol m-2 s-1 bar-1;0,466;0,466;OI;;Barbour_2016, Ubierna_2017, Kolbe_2018;;1200;;25;leaf;;;;350;350;;;;;;12;LI-6400XT;TGA200A;;;;;;;controlled-environment growth chamber;0;1;3;1000;26;22;;;14;;29,97;0,131;119;;;;;;;;;;;;;;;;;;;1,7;;;;;;10,43;;;2,2;;;;;;;;;;;;;;;;;;;;;;;224;;;;;;163;;;;;176;121,1;;;;;;;;0,14;;;;;;16,19;4,64;;;;;;;Table S1;0;0
Sporobolus airoides;;Poaceae;C4 perennial herbaceous;;Pathare_2020;1,203;;0,162;4;mol m-2 s-1 bar-1;1,203;1,203;OI;;Ogee_2018;;1200;;25;leaf;;;;350;350;;;;;;12;LI-6400XT;TGA200A;;;;;;;controlled-environment growth chamber;0;1;3;1000;26;22;;;14;;29,97;0,131;119;;;;;;;;;;;;;;;;;;;1,7;;;;;;10,43;;;2,2;;;;;;;;;;;;;;;;;;;;;;;224;;;;;;163;;;;;176;121,1;;;;;;;;0,14;;;;;;16,19;4,64;;;;;;;Figure 1;0;0
Sporobolus fimbriatus;;Poaceae;C4 perennial herbaceous;;Cano_2019;2,34;;0,06;3;mol m-2 s-1 bar-1;2,34;2,34;CE;;Cano_2019, Pfeffer_1998;;2000;;25;leaf;40;1530;14;408;408;;;;;;6;LI-6400XT;;;youngest mature leaf;;;;;environmentally controlled glasshouse;0;1;3;;25;18;48;;14;49;26,9;0,13;;;;1,7;;;;;;;31;31;;;;;;109,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,6;0,7;;;;Table 1;0;0
Stipa grandis;;Poaceae;C3 perennial herbaceous;;Xu_2011;0,077;;0,012;3;mol m-2 s-1;0,077;0,077;F;variable J;Harley_1992;;900;;25;;20;1000;;380;380;;37;2;;;;LI-6400;LI-6400-40;08:30-15:30;youngest, fully expanded leaves;;;;;greenhouse;0;1;5;;27;19;;;;;11,94;;;;;;;;;;;;58,6;58,6;;;;96,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Figure 3: well-watered(SRWC > 70%: i.e. right datapoint only);0;1
Sundacarpus amara;;Podocarpaceae;evergreen gymnosperms;;Veromann-Juergenson_2020;0,039;;;3;mol m-2 s-1;0,039;0,039;F;variable J;Harley_1992;;1200;10;25;leaf;50;2000;;400;400;225;53;1,5;;;8;GFS-3000;;;mature, fully expanded that had developed in nonshaded conditions and light conditions similar to measurement intensity;;147,33;-42,9;;controlled-condition greenhouse;0;1;;;25;16;78;;;;9,49;;182;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;172,9;;;;;;;;;;;;;;;;;;;;;;0,49;;2,04;;;;21,8;19,8;;;;;;;personal communication Veromann-Juergenson (2020) (values shown in Figure 4a);0;1
Syncarpia glomulifera;;Myrtaceae;evergreen angiosperms;;Tosens_2012b;0,12;;;;mol m-2 s-1;0,12;0,12;F;variable J;Harley_1992;;1000;;25;leaf;;;;;;225;;;;;;LI-6400;LI-6400-40;;mature individuals, terminal branches;;;;;natural;0;0;;;;;;;;;10,08;;;;84;;;;;;;;;;;;;;;;;;;;;;;;;;1,186;0,84;;;;;;;;;;;;;;;;;;;;144,5;;;;;;;;;;;;;;;;;;;;;;0,29;0,14;1,87;;;;18;17;;;;;;;Table S3 in Onoda et al. 2017, New Phytologist (doi: 10.1111/nph.14496);0;1
Synoum glandulosum;;Meliaceae;evergreen angiosperms;;Tosens_2012b;0,08;;;;mol m-2 s-1;0,08;0,08;F;variable J;Harley_1992;;1000;;25;leaf;;;;;;225;;;;;;LI-6400;LI-6400-40;;mature individuals, terminal branches;;;;;natural;0;0;;;;;;;;;5;;;;58,6;;;;;;;;;;;;;;;;;;;;;;;;;;1,316;1,407;;;;;;;;;;;;;;;;;;;;93,9;;;;;;;;;;;;;;;;;;;;;;0,278;0,135;1,57;;;;34;14,5;;;;;;;Table S3 in Onoda et al. 2017, New Phytologist (doi: 10.1111/nph.14496);0;1
Syringa vulgaris;;Oleaceae;deciduous angiosperms;;Nadal_2018;0,233;;0,054;5;mol m-2 s-1;0,233;0,233;F;variable J;Harley_1992;;1500;10;25;block;50;1500;;400;400;;50;1,58;;;2;LI-6400;;09:00-16:00;fully expanded sun leaves;;;;;outdoors;0;1;7,5;;;;;;;;18,69;0,153;;;;;;;;;;;;;;;;;;;;;;;;;15,12;;;;;;;;;;;;;;;;;;;;;;;;;73,7;;;0,289;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Table S3: g_mVJ column;0;1
Syringa vulgaris;;Oleaceae;deciduous angiosperms;;Nadal_2018;0,322;;0,06;5;mol m-2 s-1;0,322;0,322;C;;Ethier_2004, Sharkey_2016;;1500;10;25;block;50;1500;15;400;;;50;1,58;;;2;LI-6400;;09:00-16:00;fully expanded sun leaves;;;;;outdoors;0;1;7,5;;;;;;;;18,69;0,153;;;;;;;;;;;127,6;127,6;Bernacchi_2001;;;;;;;;;;;;15,12;;;;;;;;;;;;;;;;;;;;;;;;;73,7;;;0,289;;;;;;;;;;;;;;;;;;;;;;;;;;;;36;17,9;46,1;;;Table S3: g_mCF column;0;1
Syzygium sayeri;;Myrtaceae;evergreen angiosperms;;Bahar_2018;0,15;0,06;;4;mol m-2 s-1 bar-1;0,143;0,146;I;;Tazoe_2011, Evans_2013;95,6;1500;;24,7;leaf;50;1500;;389;389;;;;2;200;;LI-6400XT;TGA-100;;most recently fully expanded leaves developed in the glasshouse;;;;;glasshouse;0;1;;;25;20;;402;10;244;8;0,112;276,2;;;1;1,3;;;;35,05;35,99;38,2;39,23;vonCaemmerer_1994;vonCaemmerer_1994;;;;;;;;;;;;;;;1,15;2,255;;;0,08;0,157;;;;;;;;;;;;0,39;;;;51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26,77;20,19;53,04;;;Table 2;0;1
Taiwania cryptomerioides;;Cupressaceae;evergreen gymnosperms;;Veromann-Juergenson_2020;0,064;;;3;mol m-2 s-1;0,064;0,064;F;variable J;Harley_1992;;1200;10;25;leaf;50;2000;;400;400;225;53;1,5;;;8;GFS-3000;;;mature, fully expanded that had developed in nonshaded conditions and light conditions similar to measurement intensity;;147,33;-42,9;;controlled-condition greenhouse;0;1;;;25;16;78;;;;6,74;;221,7;98,4;123,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;111,5;;;;;;;;;;;;;;;;;;;;;;0,56;;2,56;;;;21;17,9;;;;;;;personal communication Veromann-Juergenson (2020) (values shown in Figure 4a);0;1
Taxodium distichtum;;Cupressaceae;deciduous gymnosperms;;Veromann-Juergenson_2020;0,162;;;3;mol m-2 s-1;0,162;0,162;F;variable J;Harley_1992;;1200;10;25;leaf;50;2000;;400;400;225;53;1,5;;;8;GFS-3000;;;mature, fully expanded that had developed in nonshaded conditions and light conditions similar to measurement intensity;;147,33;-42,9;;controlled-condition greenhouse;0;1;;;;;78;;;;10,64;;229,6;161,5;68,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;81,2;;;;;;;;;;;;;;;;;;;;;;0,46;;1,57;;;;23,1;22,1;;;;;;;personal communication Veromann-Juergenson (2020) (values shown in Figure 4a);0;0
Taxus baccata;;Taxaceae;evergreen gymnosperms;;Carriqui_2020;0,104;;0,025;5;mol m-2 s-1;0,104;0,104;F;variable J;Harley_1992;;1500;10;25;block;50;2000;12;400;;;45;1,75;;;2;LI-6400;LI-6400-40;10:00-17:00;young fully expanded leaves;University of Balearic Islands, Mallorca, Spain;;;;outdoors;0;1;15;;;;;;;;9,2;0,062;231;125;106;0,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;148;;469;0,32;434;;;0,412;;;;;;;;;;;;;;;1,033;0,443;;5,72;;;22,9;15,9;;40;27,5;32,5;;;Table 1;0;1
Taxus baccata;;Taxaceae;evergreen gymnosperms;;Veromann-Juergenson_2017;0,03;;;;mol m-2 s-1;0,03;0,03;F;variable J;Harley_1992;;1000;10;25;leaf;50;2000;;400;400;250;53;1,5;;;8;GFS-3000;PAM 3055-FL;;fully mature non-senescent foliage;;;;;controlled-conditions phytotron;0;0;;1000;25;22;60;;13;244;7,76;0,057;;;166,6;;;;;;;;;;;;;;;;;;;;;;;;;;6,077;2,248;;;;;;;;;;;;;;;;;;;;270,3;;689;0,392;608,4;;;0,3;;;;;;;;;;;;;;;0,876;0,087;3,1;;;;15,52;13,21;;23,52;66,91;9,57;;;personal communication Veromann-Juergenson (2020);0;1
Taxus baccata;;Taxaceae;evergreen gymnosperms;;Veromann-Juergenson_2017;0,026;;;;mol m-2 s-1;0,026;0,026;C;;Ethier_2004;;1000;10;25;leaf;50;2000;;400;;;53;1,5;;;8;GFS-3000;;;fully mature non-senescent foliage;;;;;controlled-conditions phytotron;0;0;;1000;25;22;60;;13;244;7,76;0,057;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,077;2,248;;;;;;;;;;;;;;;;;;;;270,3;;689;0,392;608,4;;;0,3;;;;;;;;;;;;;;;0,876;0,087;3,1;;;;15,52;13,21;;;;;;;personal communication Veromann-Juergenson (2020);0;0
Taxus baccata;;Taxaceae;evergreen gymnosperms;;Xiong_2018;0,04;0,014;;4;mol m-2 s-1;0,04;0,04;F;variable J;Harley_1992;;2000;10;25;block;;;;400;400;;45;1,75;;;;LI-6400XT;LI-6400-40;;;University of Balearic Islands, Mallorca, Spain;;;;outdoors;0;1;10;;;;;;;;4,9;;;;;;;;;;;;;;;;;;;;;;;;;;;4,24;;;;;;;;;;;;;;;;;;;;;;;;110,4;;;;;;;;;;;;101;;;2559;;;;;;;;;;;;;;;;29,91;44,81;25,28;;;Figure 2D;0;1
Taxus cuspidata;;Taxaceae;evergreen gymnosperms;;Carriqui_2020;0,086;;0,011;5;mol m-2 s-1;0,086;0,086;F;variable J;Harley_1992;;1500;10;25;block;50;2000;12;400;;;45;1,75;;;2;LI-6400;LI-6400-40;10:00-17:00;young fully expanded leaves;University of Balearic Islands, Mallorca, Spain;;;;outdoors;0;1;15;;;;;;;;8;0,056;236;137;99;0,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;207;;647;0,32;472;;;0,36;;;;;;;;;;;;;;;0,798;0,526;;3,9;;;35,3;22,1;;38,2;26;35,8;;;Table 1;0;1
Tetraclinis articulata;;Cupressaceae;evergreen gymnosperms;;Veromann-Juergenson_2020;0,313;;;3;mol m-2 s-1;0,313;0,313;F;variable J;Harley_1992;;1200;10;25;leaf;50;2000;;400;400;225;53;1,5;;;8;GFS-3000;;;mature, fully expanded that had developed in nonshaded conditions and light conditions similar to measurement intensity;;147,33;-42,9;;controlled-condition greenhouse;0;1;;;;;78;;;;13,31;;239,6;197,1;42,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;114,8;;;;;;;;;;;;;;;;;;;;;;0,4;;2,21;;;;29;25,9;;;;;;;personal communication Veromann-Juergenson (2020) (values shown in Figure 4a);0;1
